Player_ID,Player_Name,Gender,Age,Country,Team,Position,Sport_Type,Match_ID,Tournament,Match_Date,Opponent_Team,Venue,City,Score,Assists,Goals,Wickets,Minutes_Played,Rating,Match_Fee,Bonus,Sponsorship_Amount,Ticket_Sales,Fan_ID,Ticket_Type,Payment_Mode,Feedback_Score,Coach_Name,Win_Status,unfied_Record,Total_Earning,Performence_Score,Merch_Sales,Revenue,Age_group,Performance_level,gender_numeric,Win_status_numeric
p2097,john,male,15,uk,team b,batsman,football,m73520,friendly,04-03-2022,team e,ground 3,berlin,24,0,0,4,50,1.48,4020.74,228.47,5809.69,2923.57,f28907,vvip,upi,5,lee,lose,p2097-f28907,10058.9,40,0,2923.57,junior,low,1,2
p6580,john,female,20,india,team d,bowler,football,m83626,championship,05-03-2022,team c,stadium 1,new york,14,1,0,3,95,2.18,3335.06,916.1,4902.76,5505.26,f89444,vip,upi,2,rahul,lose,p6580-f89444,9153.92,28,0,5505.26,adult,low,2,2
p5676,amit,male,34,germany,team b,defender,cricket,m74297,league,05-03-2022,team c,stadium 1,new york,13,9,4,0,16,3.4,1026.62,1060.14,7535.43,771.07,f72934,vvip,credit card,2,patel,draw,p5676-f72934,9622.19,43,0,771.07,senior,low,1,3
p4054,mike,female,33,australia,team b,defender,basketball,m60091,world cup,07-03-2022,team a,stadium 1,london,129,2,4,1,2,5.44,3630.43,682.13,9687.88,7154.58,f58163,vip,upi,1,brown,win,p4054-f58163,14000.44,149,0,7154.58,senior,medium,2,1
p3749,amit,male,35,usa,team c,defender,basketball,m53595,league,08-03-2022,team d,stadium 1,berlin,95,7,3,4,9,6.96,1732.46,327.44,7376.39,9477.79,f66349,vvip,cash,3,rahul,draw,p3749-f66349,9436.29,134,0,9477.79,senior,medium,1,3
p2535,john,female,25,south africa,team a,goalkeeper,basketball,m65085,league,08-03-2022,team b,court 4,sydney,108,7,3,2,18,3.91,4099.32,677.79,8726.81,6165.1,f66389,vip,cash,1,patel,draw,p2535-f66389,13503.92,139,0,6165.1,adult,low,2,3
p9721,mike,female,39,uk,team a,batsman,football,m38775,championship,08-03-2022,team a,court 4,delhi,141,2,0,0,73,9.17,1233.77,351.59,5667.52,5044.84,f89719,regular,credit card,5,lee,lose,p9721-f89719,7252.88,145,0,5044.84,senior,high,2,2
p1958,priya,male,41,south africa,team e,goalkeeper,basketball,m63178,friendly,10-03-2022,team e,court 4,delhi,101,6,3,0,63,3.2,3367.73,898.68,5318,5050.2,f61044,regular,upi,4,patel,lose,p1958-f61044,9584.41,122,0,5050.2,senior,low,1,2
p7266,liu,male,42,usa,team b,bowler,yasketball,m77683,championship,10-03-2022,team a,ground 3,new york,19,9,1,1,117,9.87,1796.63,1183.67,4668.75,2685.04,f47498,vvip,credit card,2,brown,win,p7266-f47498,7649.05,44,0,2685.04,senior,high,1,1
p6321,mike,female,26,usa,team c,goalkeeper,cricket,m17955,championship,10-03-2022,team a,court 4,new york,57,7,0,0,67,5.47,3364.44,364.33,3902.99,6005.93,f44816,regular,upi,2,patel,draw,p6321-f44816,7631.76,71,0,6005.93,adult,medium,2,3
p5060,maria,female,29,brazil,team a,bowler,football,m32113,friendly,12-03-2022,team b,court 4,delhi,22,7,1,3,34,9.6,2407.99,1422.32,8311.15,3681.75,f39464,regular,online,1,patel,win,p5060-f39464,12141.46,51,0,3681.75,adult,high,2,1
p1269,john,male,22,india,team a,defender,tennis,m31288,world cup,02-04-2022,team d,ground 3,london,32,7,2,4,44,2.06,3248.77,1105.56,4287.74,9131.37,f60804,regular,upi,1,lee,lose,p1269-f60804,8642.07,68,0,9131.37,adult,low,1,2
p6094,sara,male,31,germany,team e,bowler,cricket,m31883,friendly,05-04-2022,team a,court 4,berlin,111,7,3,1,88,6.92,3693.54,1125.88,5642.79,2951.93,f69409,nan,online,1,lee,draw,p6094-f69409,10462.21,138,0,2951.93,senior,medium,1,3
p5250,liu,female,22,uk,team a,forward,football,m13597,championship,05-04-2022,team a,arena 2,delhi,86,4,4,3,82,8.4,3427.71,683.95,5667.45,8823.58,f70307,vvip,upi,3,brown,lose,p5250-f70307,9779.11,118,0,8823.58,adult,high,2,2
p1430,david,female,17,germany,team d,batsman,cricket,m34424,world cup,07-04-2022,team a,arena 2,delhi,142,6,4,2,15,5.07,4265.06,746.93,5621.02,399.71,f23706,regular,cash,2,brown,lose,p1430-f23706,10633.01,174,0,399.71,junior,medium,2,2
p4583,maria,male,19,usa,team a,batsman,cricket,m30560,league,07-04-2022,team d,arena 2,delhi,3,3,2,4,8,2.44,2353.72,1074.72,2494.59,7323.02,f19774,vip,credit card,1,lee,lose,p4583-f19774,5923.03,31,0,7323.02,junior,low,1,2
p3971,amit,female,28,zustralia,team d,goalkeeper,tennis,m13089,world cup,07-04-2022,team a,ground 3,london,77,9,3,0,109,9.32,2611.94,1594.34,6942.08,9902.74,f57351,regular,upi,3,brown,win,p3971-f57351,11148.36,104,0,9902.74,adult,high,2,1
p1684,priya,female,21,germany,team e,forward,tennis,m70415,friendly,10-04-2022,team d,ground 3,sydney,0,5,2,1,119,9.13,4407.04,1541.17,2833.79,3368.33,f65281,regular,upi,2,smith,draw,p1684-f65281,8782,20,0,3368.33,adult,high,2,3
p8361,amit,female,29,germany,team b,bowler,football,m76418,league,10-04-2022,team a,unspecified,new york,112,6,2,4,96,4.78,3869.15,1692,2303.64,9973.69,f34128,regular,online,1,anderson,win,p8361-f34128,7864.79,146,0,9973.69,adult,medium,2,1
p7543,john,male,18,brazil,team d,bowler,basketball,m66854,friendly,12-04-2022,team a,court 4,london,147,9,3,1,88,3.32,1295.83,1896.12,6505.54,3960.26,f82474,regular,upi,5,patel,draw,p7543-f82474,9697.49,178,0,3960.26,junior,low,1,3
p6449,john,male,34,australia,team c,goalkeeper,basketball,m79359,world cup,12-04-2022,team b,stadium 1,sydney,11,0,0,2,46,9.9,973.6,1316.22,2837.31,7836.09,f86919,regular,cash,4,patel,win,p6449-f86919,5127.13,19,0,7836.09,senior,high,1,1
p6794,maria,female,40,germany,team c,goalkeeper,tennis,m57545,world cup,01-05-2022,team d,stadium 1,london,92,9,3,4,1,1.31,3995.9,1002.47,4787.8,5065.74,f27072,vip,upi,4,smith,win,p6794-f27072,9786.17,135,0,5065.74,senior,low,2,1
p5785,liu,female,19,brazil,team c,goalkeeper,tennis,m73346,world cup,01-05-2022,team d,stadium 1,berlin,85,9,1,3,22,2.24,4626.23,1365.2,5620.25,4986.29,f99460,vvip,credit card,5,lee,win,p5785-f99460,11611.68,118,0,4986.29,junior,low,2,1
p2747,sara,male,23,australia,team d,forward,tennis,m51913,world cup,01-05-2022,team c,stadium 1,sydney,77,4,3,1,24,9.46,3409.62,266.14,9098.71,7614.02,f56206,regular,cash,5,rahul,lose,p2747-f56206,12774.47,98,0,7614.02,adult,high,1,2
p9109,david,female,16,germany,team b,forward,tennis,m72286,league,03-05-2022,team d,ground 3,berlin,70,3,2,3,4,1.93,3129.12,1743.57,2448.21,6681.58,f90617,vvip,cash,4,lee,draw,p9109-f90617,7320.9,94,0,6681.58,junior,low,2,3
p8348,sara,male,29,india,team a,defender,basketball,m50661,championship,04-05-2022,team a,court 4,new york,78,7,0,2,95,7.36,4040.17,418.08,3921.95,1428.75,f83337,vvip,online,1,rahul,win,p8348-f83337,8380.2,100,0,1428.75,adult,high,1,1
p8496,maria,male,18,uk,team c,defender,football,m30075,friendly,07-05-2022,team a,stadium 1,sydney,30,5,4,2,42,1.1,2645.04,1530.39,2252.01,3422.42,f69275,vip,credit card,4,lee,lose,p8496-f69275,6427.44,60,0,3422.42,junior,low,1,2
p1025,priya,female,23,india,team d,batsman,basketball,m22930,friendly,07-05-2022,team c,stadium 1,delhi,54,2,0,2,23,9.22,2465.5,1065.41,9450.5,8524.28,f48976,vip,upi,2,brown,lose,p1025-f48976,12981.41,66,0,8524.28,adult,high,2,2
p2035,maria,male,21,brazil,team a,defender,basketball,m23497,championship,10-05-2022,team b,arena 2,london,102,5,4,3,9,9.34,676.73,1190.23,9338.62,5578.21,f46625,regular,credit card,2,lee,win,p2035-f46625,11205.58,136,0,5578.21,adult,high,1,1
p7934,carlos,female,15,india,team e,batsman,basketball,m71645,championship,11-05-2022,team a,court 4,sydney,89,5,3,2,13,7.55,2229.42,113.26,1278.05,8399.88,f92748,vvip,credit card,5,lee,win,p7934-f92748,3620.73,116,0,8399.88,junior,high,2,1
p5597,sara,female,43,uk,team e,forward,tennis,m60795,world cup,11-05-2022,team b,court 4,london,36,8,4,4,67,9.82,4425.19,1267.09,5318.62,4674.59,f14545,vvip,upi,4,brown,win,p5597-f14545,11010.9,80,0,4674.59,senior,high,2,1
p7347,amit,female,20,south africa,team d,goalkeeper,tennis,m30387,friendly,11-05-2022,team b,ground 3,berlin,79,6,2,2,69,4,3574.22,1264.18,6096.2,6227.38,f89879,vip,upi,1,smith,draw,p7347-f89879,10934.6,105,0,6227.38,adult,medium,2,3
p1652,amit,female,29,germany,team a,bowler,cricket,m44227,world cup,12-05-2022,team b,ground 3,berlin,23,5,4,3,69,6.07,2083.79,864.37,1981.86,3662.46,f70716,vip,online,1,patel,draw,p1652-f70716,4930.02,57,0,3662.46,adult,medium,2,3
p9792,david,female,24,germany,team a,defender,basketball,m28013,world cup,12-05-2022,team d,court 4,berlin,73,6,3,4,79,7.42,3791.68,1820.22,8538.06,294.87,f58509,vvip,credit card,1,lee,win,p9792-f58509,14149.96,110,0,294.87,adult,high,2,1
p6971,liu,female,17,usa,team d,goalkeeper,football,m45258,championship,01-06-2022,team e,court 4,berlin,126,7,4,3,113,4.69,4987.33,1313.48,2197.21,5865.72,f52442,vip,upi,1,patel,lose,p6971-f52442,8498.02,164,0,5865.72,junior,medium,2,2
p3203,priya,female,16,brazil,team a,forward,tennis,m58731,world cup,01-06-2022,team a,arena 2,new york,66,7,1,3,106,3.65,3721.87,390.38,3009.93,5226.39,f53162,regular,cash,5,lee,lose,p3203-f53162,7122.18,95,0,5226.39,junior,low,2,2
p7930,mike,male,27,south africa,team b,batsman,basketball,m57368,friendly,03-06-2022,team e,ground 3,new york,122,4,1,4,35,4.3,1316.45,715.58,1109,3694.52,f40328,vvip,credit card,5,lee,win,p7930-f40328,3141.03,149,0,3694.52,adult,medium,1,1
p3126,john,male,16,india,team e,batsman,football,m35287,championship,04-06-2022,team e,court 4,london,35,4,1,0,98,8.8,1109.05,1049.09,9529.74,7505.15,f65531,regular,online,4,patel,win,p3126-f65531,11687.88,46,0,7505.15,junior,high,1,1
p7992,priya,female,38,brazil,team c,bowler,tennis,m74834,league,05-06-2022,team d,ground 3,delhi,103,5,1,1,102,7.16,2431.17,1705.35,6614.12,9032.48,f68654,regular,upi,5,patel,win,p7992-f68654,10750.64,120,0,9032.48,senior,high,2,1
p2260,john,male,22,xrazil,team a,batsman,tennis,m36897,friendly,06-06-2022,team d,ground 3,sydney,45,8,2,3,92,1.09,4425.68,1661.49,8692.45,9178.28,f91321,vvip,online,4,rahul,lose,p2260-f91321,14779.62,79,0,9178.28,adult,low,1,2
p1138,liu,female,30,brazil,team d,goalkeeper,football,m68740,championship,08-06-2022,team d,court 4,london,108,2,1,2,31,6.88,4087.58,1310.79,2841.31,5006.25,f41401,vip,upi,5,lee,lose,p1138-f41401,8239.68,123,0,5006.25,adult,medium,2,2
p1599,john,male,43,india,team a,defender,football,m30681,championship,10-06-2022,team e,court 4,delhi,23,5,0,3,69,3,1150.38,1437.37,5308.08,5005.97,f87214,vip,upi,1,brown,lose,p1599-f87214,7895.83,45,0,5005.97,senior,low,1,2
p4331,mike,male,44,uk,team c,forward,basketball,m65715,league,12-06-2022,team e,ground 3,delhi,16,7,2,1,88,4.68,4979.84,327.9,5978.68,5806.97,f82953,vvip,cash,5,patel,lose,p4331-f82953,11286.42,40,0,5806.97,senior,medium,1,2
p3266,john,male,32,india,team b,defender,cricket,m93545,championship,02-07-2022,team d,ground 3,delhi,67,2,2,4,44,1.65,716.92,991.4,2379.12,927.94,f11541,vvip,credit card,5,brown,win,p3266-f11541,4087.44,93,0,927.94,senior,low,1,1
p4579,sara,male,19,south africa,team e,batsman,tennis,m44978,championship,03-07-2022,team d,arena 2,london,88,0,3,2,53,2.26,1926.84,733.02,2715.11,2429.21,f49467,vip,cash,5,anderson,win,p4579-f49467,5374.97,105,0,2429.21,junior,low,1,1
p8157,sara,male,43,usa,team e,defender,tennis,m65278,world cup,04-07-2022,team b,stadium 1,sydney,62,0,3,4,39,9.49,4882.55,1602.43,8528.82,4532.49,f91010,regular,cash,2,anderson,lose,p8157-f91010,15013.8,87,0,4532.49,senior,high,1,2
p3573,maria,female,17,germany,team e,defender,tennis,m54848,world cup,05-07-2022,team c,court 4,sydney,77,7,2,4,41,6.29,2417.09,939.44,7422.29,6199.36,f39227,vip,online,2,lee,draw,p3573-f39227,10778.82,113,0,6199.36,junior,medium,2,3
p5563,mike,female,44,germany,team c,batsman,basketball,m32875,friendly,06-07-2022,team e,ground 3,london,138,1,2,1,112,4.69,794.41,331.05,4969.55,951.17,f47559,regular,online,4,lee,lose,p5563-f47559,6095.01,150,0,951.17,senior,medium,2,2
p5914,carlos,male,33,australia,team a,forward,tennis,m77509,world cup,07-07-2022,team b,stadium 1,berlin,133,9,3,0,115,5.56,1652.59,1000.08,2419.23,3189.26,f11619,vvip,upi,2,anderson,win,p5914-f11619,5071.9,160,0,3189.26,senior,medium,1,1
p8433,amit,female,40,germany,team b,forward,cricket,m85878,friendly,07-07-2022,team b,arena 2,berlin,57,0,1,0,47,4.79,2786.32,1058.35,1820.5,848.81,f44422,regular,cash,5,patel,lose,p8433-f44422,5665.17,60,0,848.81,senior,medium,2,2
p3893,liu,female,23,xermany,team a,forward,tennis,m42292,friendly,08-07-2022,team b,arena 2,delhi,133,2,1,4,54,2.25,1941.6,853.41,2675.83,8020.75,f49949,vvip,upi,3,lee,draw,p3893-f49949,5470.84,156,0,8020.75,adult,low,2,3
p3045,sara,female,42,usa,team a,goalkeeper,football,m27606,championship,08-07-2022,team b,arena 2,delhi,131,4,1,3,59,8.86,3212.15,672.42,5191.17,5489.33,f40047,vvip,credit card,1,brown,lose,p3045-f40047,9075.74,154,0,5489.33,senior,high,2,2
p8601,maria,female,17,uk,team e,forward,tennis,m90457,friendly,08-07-2022,team d,stadium 1,london,61,6,3,2,30,1.36,666.86,541.17,7334.32,3814.27,f14173,vvip,credit card,3,brown,win,p8601-f14173,8542.35,90,0,3814.27,junior,low,2,1
p9301,mike,female,35,xsa,team e,goalkeeper,cricket,m37203,championship,11-07-2022,team c,ground 3,sydney,113,4,3,3,46,9.88,2577.65,1987.85,2999.92,148.3,f77391,vvip,online,3,rahul,draw,p9301-f77391,7565.42,142,0,148.3,senior,high,2,3
p3555,carlos,female,25,germany,team e,defender,football,m98527,friendly,11-07-2022,team b,stadium 1,sydney,47,3,0,2,54,5.98,3997.01,1741.25,4651.97,9908.48,f79364,vvip,online,4,smith,draw,p3555-f79364,10390.23,61,0,9908.48,adult,medium,2,3
p9882,maria,female,37,germany,team c,forward,football,m79890,friendly,01-08-2022,team e,court 4,london,24,9,4,1,115,1.77,1310.88,1640.24,7863.98,3139.6,f12046,regular,online,1,patel,win,p9882-f12046,10815.1,58,0,3139.6,senior,low,2,1
p3469,amit,male,20,uk,team a,batsman,cricket,m16339,friendly,01-08-2022,team b,court 4,delhi,112,8,1,0,85,4.67,3299,244.95,7098.2,2908.49,f87754,vip,upi,4,rahul,win,p3469-f87754,10642.15,131,0,2908.49,adult,medium,1,1
p4734,liu,female,28,south africa,team a,defender,tennis,m45348,world cup,02-08-2022,team c,arena 2,sydney,41,4,4,1,36,2.79,4186.25,686.33,5948.89,2346.44,f62724,regular,credit card,1,lee,lose,p4734-f62724,10821.47,65,0,2346.44,adult,low,2,2
p3173,carlos,male,22,brazil,team b,forward,football,m89637,league,04-08-2022,team a,ground 3,delhi,82,6,1,1,64,3.25,1975.73,95.92,8024.34,8134.78,f60085,vvip,upi,1,anderson,draw,p3173-f60085,10095.99,101,0,8134.78,adult,low,1,3
p4616,carlos,female,40,india,team a,bowler,football,m89228,world cup,04-08-2022,team b,court 4,delhi,9,3,2,1,58,5.15,4124.14,618.76,4229.49,717.33,f17731,vip,upi,3,patel,lose,p4616-f17731,8972.39,25,0,717.33,senior,medium,2,2
p6728,priya,female,17,uk,team d,forward,tennis,m38436,championship,06-08-2022,team a,stadium 1,delhi,89,0,3,4,75,8.85,574.47,532.73,4016.48,1149.15,f78019,vip,online,4,anderson,win,p6728-f78019,5123.68,114,0,1149.15,junior,high,2,1
p8967,priya,male,43,uk,team b,defender,basketball,m49881,world cup,07-08-2022,team a,unspecified,delhi,102,7,0,3,55,8.39,3532.38,591.76,3859.77,8328.99,f90550,vip,cash,3,brown,lose,p8967-f90550,7983.91,128,0,8328.99,senior,high,1,2
p3500,amit,female,29,india,team b,goalkeeper,football,m37526,league,07-08-2022,team a,stadium 1,london,131,8,1,4,37,9.47,915.34,1730.42,2278.26,5037.93,f88138,vip,credit card,1,lee,draw,p3500-f88138,4924.02,166,0,5037.93,adult,high,2,3
p4267,liu,male,41,india,team e,goalkeeper,tennis,m73584,league,08-08-2022,team e,ground 3,new york,130,7,3,1,106,7.26,2239.38,1151.87,4598.48,3007.81,f33098,regular,cash,4,lee,draw,p4267-f33098,7989.73,157,0,3007.81,senior,high,1,3
p2009,david,male,16,germany,team d,forward,cricket,m48571,world cup,09-08-2022,team b,court 4,london,122,3,0,3,47,3.1,1937.22,12.95,2810.39,2222.26,f11161,vvip,online,5,rahul,draw,p2009-f11161,4760.56,140,0,2222.26,junior,low,1,3
p2419,sara,female,30,brazil,team d,bowler,basketball,m21620,world cup,11-08-2022,team d,unspecified,london,72,9,3,1,109,6.57,3296.38,351.04,1810.34,6259.96,f84319,vvip,online,1,brown,win,p2419-f84319,5457.76,103,0,6259.96,adult,medium,2,1
p3258,john,female,39,india,team b,defender,tennis,m80673,world cup,12-08-2022,team e,court 4,london,24,0,2,2,0,5.05,1502.16,319.03,5005.08,8083.62,f78157,vip,online,3,anderson,draw,p3258-f78157,6826.27,38,0,8083.62,senior,medium,2,3
p7464,mike,female,19,india,team a,bowler,tennis,m74239,championship,12-08-2022,team d,court 4,berlin,117,5,1,4,102,6,520.56,1994.86,6969.03,3405.59,f74992,vip,online,2,lee,draw,p7464-f74992,9484.45,146,0,3405.59,junior,medium,2,3
p6143,john,female,21,india,team c,defender,basketball,m32403,league,01-09-2022,team b,stadium 1,new york,2,7,0,1,11,8.8,2440.38,535.78,6507.53,6876.84,f50081,vvip,online,5,patel,lose,p6143-f50081,9483.69,20,0,6876.84,adult,high,2,2
p8277,carlos,male,38,uk,team b,bowler,football,m84090,friendly,02-09-2022,team b,ground 3,berlin,52,4,3,1,49,4.85,650.53,1638.93,1177.11,4147.78,f30236,vvip,credit card,4,rahul,lose,p8277-f30236,3466.57,73,0,4147.78,senior,medium,1,2
p3588,maria,male,31,australia,team d,batsman,basketball,m73088,championship,04-09-2022,team d,stadium 1,london,24,3,4,3,78,1.93,1955.64,1649.98,7898.48,1483.4,f97336,vip,credit card,4,lee,win,p3588-f97336,11504.1,54,0,1483.4,senior,low,1,1
p5371,mike,male,30,brazil,team a,defender,basketball,m47830,league,04-09-2022,team d,court 4,london,16,6,4,0,49,2.93,1331.82,1563.61,7615.73,1664.64,f78381,regular,online,5,brown,lose,p5371-f78381,10511.16,40,0,1664.64,adult,low,1,2
p9631,priya,male,40,south africa,team e,goalkeeper,football,m22056,friendly,04-09-2022,team a,court 4,berlin,6,5,1,1,44,5.43,1396.61,7.14,5938.95,4612.4,f76451,vip,online,1,rahul,win,p9631-f76451,7342.7,23,0,4612.4,senior,medium,1,1
p8526,amit,male,35,south africa,team d,batsman,basketball,m34565,friendly,05-09-2022,team a,stadium 1,sydney,41,7,3,3,74,5.38,3286.26,893.72,5132.29,5029.37,f87692,regular,online,1,smith,draw,p8526-f87692,9312.27,76,0,5029.37,senior,medium,1,3
p6113,sara,male,34,australia,team d,goalkeeper,football,m33619,league,05-09-2022,team a,court 4,sydney,21,5,2,4,111,7.77,1375.63,229.57,7002.35,887.93,f55227,nan,online,1,lee,draw,p6113-f55227,8607.55,53,0,887.93,senior,high,1,3
p9732,liu,male,44,australia,team c,batsman,basketball,m46531,world cup,06-09-2022,team a,ground 3,new york,43,5,0,2,13,5.75,1262.87,399.83,6325.35,8326.36,f39374,vip,credit card,2,anderson,lose,p9732-f39374,7988.05,61,0,8326.36,senior,medium,1,2
p3522,sara,female,40,brazil,team a,batsman,basketball,m77525,world cup,07-09-2022,team e,arena 2,delhi,92,1,0,3,43,8.99,3485.92,41.56,7527.79,2974.66,f74676,vvip,cash,2,lee,draw,p3522-f74676,11055.27,106,0,2974.66,senior,high,2,3
p2499,maria,female,15,india,team a,defender,cricket,m90646,championship,08-09-2022,team b,stadium 1,berlin,116,8,2,3,32,5.69,3902.34,1132,6340.57,2589.22,f72005,vvip,online,1,lee,win,p2499-f72005,11374.91,150,0,2589.22,junior,medium,2,1
p5951,amit,male,42,uk,team e,defender,football,m28500,championship,09-09-2022,team a,stadium 1,delhi,131,8,3,0,44,7.52,1682.39,1619.16,7814.22,9463.56,f35085,vip,upi,5,patel,draw,p5951-f35085,11115.77,156,0,9463.56,senior,high,1,3
p7242,liu,female,37,yrazil,team d,batsman,tennis,m32128,friendly,09-09-2022,team b,stadium 1,sydney,71,1,3,0,33,1.02,2576.68,149.1,5449.73,6775.37,f82329,regular,cash,2,brown,win,p7242-f82329,8175.51,82,0,6775.37,senior,low,2,1
p5117,priya,female,17,india,team d,goalkeeper,football,m52370,friendly,11-09-2022,team e,ground 3,london,54,5,1,4,70,6.48,1636.5,895.14,3684.82,5989.7,f37588,vip,credit card,2,smith,win,p5117-f37588,6216.46,83,0,5989.7,junior,medium,2,1
p9149,david,female,44,usa,team d,defender,cricket,m40708,world cup,11-09-2022,team c,ground 3,berlin,95,1,3,2,85,5.54,1851,916.37,5379.74,4176.64,f21299,vip,cash,1,rahul,lose,p9149-f21299,8147.11,114,0,4176.64,senior,medium,2,2
p8383,sara,female,39,india,team d,defender,tennis,m86514,friendly,11-09-2022,team c,court 4,sydney,75,1,4,1,37,9.36,806.94,1168.77,4719.17,4846.79,f53462,vip,credit card,3,smith,lose,p8383-f53462,6694.88,93,0,4846.79,senior,high,2,2
p9406,liu,male,16,usa,team d,batsman,football,m26481,league,11-09-2022,team d,stadium 1,london,136,1,4,4,23,1.48,631.31,1035.14,1422.73,4765.33,f36405,regular,online,3,smith,draw,p9406-f36405,3089.18,166,0,4765.33,junior,low,1,3
p6260,john,female,20,australia,team e,batsman,basketball,m61184,friendly,03-10-2022,team d,stadium 1,new york,56,7,2,1,56,1.59,4290.42,518.8,1760.76,3469.9,f45016,vvip,credit card,5,rahul,win,p6260-f45016,6569.98,80,0,3469.9,adult,low,2,1
p6818,david,female,16,usa,team d,bowler,football,m47033,friendly,04-10-2022,team e,arena 2,berlin,33,2,3,0,49,4.95,1153.84,1505.1,8078.51,7025.29,f94179,regular,online,3,patel,win,p6818-f94179,10737.45,46,0,7025.29,junior,medium,2,1
p3146,maria,male,43,usa,team c,defender,tennis,m19909,league,04-10-2022,team e,arena 2,berlin,145,9,2,3,77,5.6,4828.92,311.46,8363.42,4818.91,f43272,regular,credit card,5,brown,win,p3146-f43272,13503.8,181,0,4818.91,senior,medium,1,1
p7859,amit,female,18,germany,team d,goalkeeper,football,m46541,championship,04-10-2022,team d,court 4,sydney,143,3,4,0,62,8.79,3414.16,612.17,4877.5,3817.79,f99016,vip,credit card,3,anderson,draw,p7859-f99016,8903.83,161,0,3817.79,junior,high,2,3
p9488,david,male,41,germany,team c,defender,basketball,m79034,championship,04-10-2022,team b,ground 3,new york,123,2,4,3,55,7.34,2251.31,837.87,3664.13,4647.08,f24691,vip,credit card,3,lee,draw,p9488-f24691,6753.31,151,0,4647.08,senior,high,1,3
p4239,carlos,female,32,australia,team d,defender,tennis,m25196,world cup,04-10-2022,team c,court 4,delhi,78,3,2,1,103,3.74,1851.04,397.02,4352.72,9231.29,f53218,vvip,online,1,anderson,draw,p4239-f53218,6600.78,94,0,9231.29,senior,low,2,3
p2049,sara,female,41,germany,team a,bowler,tennis,m23134,world cup,05-10-2022,team c,stadium 1,london,51,9,3,4,86,8.54,655.83,588.16,8066.76,9483.85,f87987,vvip,credit card,1,brown,lose,p2049-f87987,9310.75,94,0,9483.85,senior,high,2,2
p8506,priya,female,19,australia,team c,batsman,football,m25645,friendly,05-10-2022,team a,arena 2,london,119,7,0,2,105,4.42,4909.57,279.25,9273.87,797.15,f53655,regular,cash,2,rahul,win,p8506-f53655,14462.69,141,0,797.15,junior,medium,2,1
p6188,carlos,male,40,brazil,team b,bowler,cricket,m77707,championship,07-10-2022,team b,arena 2,london,63,0,4,1,98,8.52,3798.65,1068.5,3922.07,1345.97,f16636,vip,online,2,anderson,draw,p6188-f16636,8789.22,79,0,1345.97,senior,high,1,3
p7861,john,male,40,germany,team a,forward,basketball,m97230,friendly,07-10-2022,team c,arena 2,delhi,105,4,0,2,17,9.41,2819.31,140.56,1058.88,3352.88,f96002,vip,online,1,smith,lose,p7861-f96002,4018.75,121,0,3352.88,senior,high,1,2
p6147,sara,male,31,brazil,team a,forward,football,m74853,world cup,07-10-2022,team b,court 4,berlin,92,2,4,0,2,6.47,2247.59,764.66,6657.39,3241.92,f87631,vvip,online,3,patel,lose,p6147-f87631,9669.64,108,0,3241.92,senior,medium,1,2
p9558,john,male,20,australia,team a,defender,football,m88705,world cup,07-10-2022,team e,stadium 1,sydney,28,4,1,4,4,5.68,4315.79,567.71,8666.15,2189.81,f98701,vvip,credit card,4,brown,win,p9558-f98701,13549.65,55,0,2189.81,adult,medium,1,1
p1246,david,male,15,brazil,team a,batsman,tennis,m74009,league,11-10-2022,team d,arena 2,sydney,93,4,1,2,30,6.33,4378,1339.86,1818.08,3095.19,f28517,vvip,cash,2,lee,lose,p1246-f28517,7535.94,112,0,3095.19,junior,medium,1,2
p3306,john,male,32,brazil,team a,bowler,cricket,m74831,league,11-10-2022,team c,arena 2,delhi,27,7,4,1,68,7.79,1374.47,647.51,1924.01,104.33,f58231,vvip,upi,2,lee,draw,p3306-f58231,3945.99,57,0,104.33,senior,high,1,3
p6977,sara,female,21,brazil,team c,batsman,tennis,m16857,league,12-10-2022,team a,ground 3,delhi,8,2,4,4,22,2.31,2079.98,1037.07,9469.93,1668.62,f25821,regular,credit card,2,lee,draw,p6977-f25821,12586.98,40,0,1668.62,adult,low,2,3
p1480,carlos,male,23,brazil,team a,goalkeeper,football,m10620,league,01-11-2022,team e,ground 3,sydney,140,8,4,0,6,2.78,2810.59,680.05,6893.4,6059.6,f95971,vip,credit card,5,lee,draw,p1480-f95971,10384.04,168,0,6059.6,adult,low,1,3
p7495,david,female,15,brazil,team b,goalkeeper,tennis,m42637,championship,02-11-2022,team e,stadium 1,delhi,62,5,0,0,86,3.16,3790.45,987.61,5249.27,1234.95,f31492,vvip,online,4,brown,draw,p7495-f31492,10027.33,72,0,1234.95,junior,low,2,3
p8798,mike,male,42,australia,team c,bowler,cricket,m56388,league,03-11-2022,team d,stadium 1,sydney,55,9,2,0,54,9.52,2905.33,1911.47,6434.73,3375.83,f73580,vip,upi,4,anderson,draw,p8798-f73580,11251.53,79,0,3375.83,senior,high,1,3
p9482,maria,male,17,uk,team e,forward,basketball,m92524,league,04-11-2022,team b,ground 3,sydney,87,3,0,3,77,3.64,650.13,1309.67,6337.69,1685.64,f48018,vvip,cash,5,anderson,lose,p9482-f48018,8297.49,105,0,1685.64,junior,low,1,2
